county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density
"Panola County, Texas",466.0,28.0,0.06008583690987125,4074,23440,2013,17184,4023,29,21,0,0,170,23440,11498,11942,1430,1282,1903,1628,1412,2675,2890,2688,1596,1710,2393,1361,472,39.3,811.355,0.341,23205,19160,13936,8458,4045,8827,732,452,1045,894,1042,1858,1071,1050,352,331,51569,67548,26403,51276,30203,6.008583690987125,1.9880546075085326,17.380546075085324,28.889943366343953
"Parker County, Texas",2400.0,47.0,0.01958333333333333,22911,129802,15562,108865,1762,523,644,61,147,2238,129802,64448,65354,7993,9003,9467,8811,7444,14842,16093,18625,9861,8124,12182,5508,1849,39.7,903.482,0.319,128417,110622,90697,34717,17795,44255,1976,1051,2584,3378,5532,7717,5585,8725,3764,3943,74625,97384,34705,62700,39530,1.958333333333333,1.8489699696460762,17.650729572733855,143.66860656880823
"Parmer County, Texas",570.0,18.0,0.03157894736842105,1200,9852,6201,3401,107,29,25,0,0,89,9852,5059,4793,760,758,900,737,649,1320,1130,1201,524,597,730,412,134,33.9,880.82,0.371,9772,7773,5620,3015,1999,3318,169,122,308,449,419,783,373,502,132,61,54184,67600,23686,38567,28653,3.157894736842105,5.785627283800244,12.18026796589525,11.18503212915238
"Pecos County, Texas",474.0,7.0,0.014767932489451475,4645,15797,10837,4040,567,164,74,17,17,81,15797,9010,6787,1102,1289,902,918,1006,2485,2267,2056,1031,743,1100,636,262,35.9,4763.835,0.391,13694,10913,8454,3966,2781,4557,348,235,319,601,718,740,746,639,118,93,52282,66605,20688,41998,29243,1.4767932489451474,3.0005697284294484,29.404317275432046,3.3160258489221395
"Polk County, Texas",912.0,35.0,0.038377192982456135,15043,47837,7193,33877,4850,693,313,62,31,818,47837,25878,21959,2588,2638,2878,2707,2692,5478,5747,6363,3823,4015,5968,2196,744,43.6,1057.045,0.396,44229,36096,23622,17889,8133,17803,1422,1193,2036,2218,2556,3304,1808,1875,691,700,46182,63446,24686,45098,31397,3.8377192982456134,1.9064740681898946,31.4463699646717,45.255405399013284
"Potter County, Texas",7682.0,90.0,0.01171569903670919,42014,120899,45905,53755,11591,392,6494,96,88,2578,120899,62295,58604,9808,10053,8534,7885,8309,18388,15720,14471,7563,5757,8259,4214,1938,33.8,908.39,0.313,114083,89365,61482,37609,24718,43944,3639,2891,5784,5955,6441,8617,4180,3986,1087,1364,43157,60730,22267,39537,30930,1.171569903670919,6.354064136179787,34.751321350879664,133.0915135569524
"Presidio County, Texas",128.0,7.0,0.0546875,2338,7123,5956,987,0,0,180,0,0,0,7123,3497,3626,506,533,575,650,257,545,891,846,346,378,864,617,115,41.8,3855.252,0.303,7123,4988,2491,2903,2135,2627,389,364,408,390,390,269,87,330,0,0,27061,39099,16066,32396,39318,5.46875,1.7969956479011653,32.82324863119472,1.847609442910606
"Rains County, Texas",86.0,5.0,0.05813953488372092,1003,11473,1019,9814,322,69,8,0,0,241,11473,5868,5605,566,652,697,578,507,1126,1243,1429,1088,766,1764,917,140,48.3,229.453,0.274,11410,9116,6240,4688,2294,4331,342,138,533,500,660,686,795,343,181,153,49872,65103,26165,46382,40277,5.813953488372093,0.7495859844853133,8.742264446962434,50.00152536685073
"Randall County, Texas",4883.0,54.0,0.011058775343026827,23477,132475,27678,96014,3726,410,2162,64,72,2349,132475,65083,67392,8654,9438,8475,9750,9207,19349,16814,15641,8242,7991,11020,5821,2073,35.6,911.926,0.297,131586,117531,100621,33372,14055,49187,1954,1325,3516,4822,6151,9488,7413,8695,3345,2478,67397,86352,33814,54305,40771,1.1058775343026828,3.6859784865068885,17.72183430836007,145.26946265376796
"Reagan County, Texas",92.0,6.0,0.06521739130434782,728,3752,2652,1064,27,0,0,0,0,9,3752,1951,1801,264,397,314,272,222,559,552,375,240,207,169,99,82,31.4,1175.314,0.278,3716,2800,2408,634,916,1147,72,21,98,88,126,215,179,281,33,34,70478,75412,25397,55625,36204,6.521739130434782,2.4520255863539444,19.402985074626866,3.192338387869114
"Real County, Texas",123.0,8.0,0.06504065040650407,618,3389,672,2709,5,0,2,0,0,1,3389,1426,1963,228,193,121,217,190,252,260,234,301,276,529,476,112,55.0,699.159,0.213,3295,2386,1610,1560,909,1227,169,83,216,147,216,174,108,64,33,17,34813,48791,21109,27143,27813,6.504065040650407,3.629389200354087,18.23546768958395,4.847252198713026
"Red River County, Texas",196.0,17.0,0.08673469387755102,2008,12275,902,8982,2080,28,6,0,0,277,12275,5986,6289,518,547,911,818,677,1173,1424,1473,1032,799,1667,917,319,45.6,1043.876,0.399,12077,10323,7083,5109,1754,5048,522,424,660,725,692,944,525,444,65,47,37955,50123,21666,40186,29032,8.673469387755102,1.5967413441955194,16.358452138492872,11.759059505151953
"Reeves County, Texas",258.0,7.0,0.027131782945736437,2212,15125,11352,3117,312,0,228,13,38,65,15125,8689,6436,958,866,1005,1086,1137,2271,2455,1939,866,718,993,566,265,35.6,2635.3540000000007,0.293,12925,10281,7621,3585,2644,3713,368,166,329,343,450,773,615,436,146,87,58384,67979,20876,49160,35789,2.713178294573644,1.7057851239669422,14.624793388429753,5.739266906836803
"Refugio County, Texas",308.0,16.0,0.05194805194805195,2472,7236,3631,3028,400,5,14,0,0,158,7236,3586,3650,470,438,501,569,358,753,751,889,524,433,874,463,213,41.9,770.4839999999998,0.211,7070,5948,4239,2855,1122,2577,189,245,254,299,337,596,250,291,72,44,48112,59434,23810,41603,33363,5.194805194805195,4.25649530127142,34.16252072968491,9.391499369227656
"Roberts County, Texas",14.0,0.0,0.0,66,885,123,726,0,0,8,0,0,28,885,401,484,32,50,109,99,28,83,89,95,55,45,99,83,18,38.0,924.058,0.218,885,812,691,278,73,311,9,3,26,25,38,60,40,54,44,12,73854,88939,31632,73750,31250,0.0,1.5819209039548021,7.457627118644068,0.9577320904099094
"Robertson County, Texas",417.0,4.0,0.009592326139088728,5317,16890,3481,9728,3276,35,49,22,11,288,16890,8296,8594,979,1165,1236,1032,1077,1752,1856,2299,1117,1177,1911,864,425,40.9,855.1080000000002,0.416,16698,14199,10378,5937,2499,6358,487,357,647,694,865,1164,872,935,163,174,54201,67074,25465,50608,28707,0.9592326139088728,2.4689165186500888,31.480165778567198,19.751890989208377
"Rockwall County, Texas",1896.0,32.0,0.016877637130801686,22831,93642,16206,67046,5670,224,2300,0,57,2139,93642,46167,47475,5826,6996,8035,7237,4966,10679,14190,13418,6475,4729,6828,3092,1171,37.6,127.11,0.305,92892,82446,73615,17178,10446,31649,759,691,1404,1716,3062,4701,4266,7317,3824,3909,94767,114436,39295,70422,50851,1.6877637130801686,2.024732491830589,24.381153755793342,736.7004956337031
"Runnels County, Texas",296.0,9.0,0.030405405405405407,2974,10310,3495,6368,317,16,25,0,6,83,10310,5233,5077,573,631,786,672,680,1047,1159,1234,661,740,1132,700,295,40.8,1051.07,0.193,10093,8515,6330,3766,1578,3749,303,173,550,523,636,602,320,422,143,77,41732,58250,23042,40562,30662,3.040540540540541,2.870999030067895,28.84578079534433,9.809051728238844
"Rusk County, Texas",992.0,21.0,0.021169354838709683,9435,53595,8855,34324,9131,78,301,22,31,853,53595,28379,25216,3167,3705,3292,3594,3263,7115,6993,6959,3744,3153,4874,2787,949,38.5,924.037,0.408,48744,39359,28715,16142,9385,17960,1194,916,1973,1807,2749,3298,2270,2262,869,622,52329,68838,24842,52884,34028,2.1169354838709684,1.8509189290045711,17.604254128183598,58.00092420541601
"Sabine County, Texas",92.0,9.0,0.09782608695652174,2390,10458,455,8966,650,1,0,20,53,313,10458,5072,5386,450,556,559,569,330,978,862,1189,1051,752,1827,975,360,52.7,491.703,0.279,10370,8855,5914,5390,1515,4099,421,284,811,652,416,627,366,271,140,111,33257,54131,23450,54908,28319,9.782608695652174,0.8797093134442533,22.853318034040925,21.268936736200512
"San Augustine County, Texas",214.0,15.0,0.07009345794392523,1849,8327,583,5741,1760,111,0,0,0,132,8327,4085,4242,394,364,585,602,258,815,714,1154,714,593,1230,677,227,49.4,530.6569999999998,0.36,8094,6848,4467,3804,1246,3356,500,190,589,377,446,523,372,218,89,52,35509,55145,23261,44167,35992,7.009345794392523,2.569953164404948,22.204875705536207,15.69186875891584
"San Jacinto County, Texas",236.0,11.0,0.046610169491525424,7218,27819,3563,20779,2846,134,0,13,0,484,27819,13718,14101,1542,1535,2038,1527,1398,2830,3153,3433,2133,2116,3873,1835,406,44.7,569.243,0.379,27678,22254,13432,12743,5424,9487,539,632,1316,1315,1421,1758,1074,937,301,194,44658,59016,21808,42038,31342,4.661016949152542,0.8483410618641934,25.946295697185377,48.87016616805125
"San Patricio County, Texas",1572.0,80.0,0.050890585241730284,16948,67046,38483,26032,1003,101,671,30,7,719,67046,33721,33325,4947,4887,5259,4824,4393,8923,8328,8078,4417,3367,5759,2935,929,35.3,693.436,0.406,66274,54752,39263,21923,11522,23121,1699,1068,2395,2145,3055,4469,2928,3112,1483,767,55229,71588,25281,50594,31847,5.089058524173028,2.344658890910718,25.278167228470004,96.68664447764465
"San Saba County, Texas",117.0,1.0,0.008547008547008548,1132,5962,1790,3846,134,0,3,0,0,189,5962,3073,2889,315,239,455,273,441,760,769,594,376,398,746,475,121,40.7,1135.313,0.321,5290,4286,3109,2203,1004,2104,152,151,307,237,301,425,211,164,121,35,44698,63072,24307,41027,29239,0.8547008547008548,1.962428715196243,18.98691714189869,5.251415248482136
"Schleicher County, Texas",55.0,2.0,0.03636363636363636,462,3061,1603,1444,13,0,0,0,0,1,3061,1542,1519,187,252,273,174,174,471,290,344,187,224,281,147,57,35.0,1310.642,0.239,3061,2414,2066,689,647,1105,115,40,97,142,132,229,162,123,53,12,55677,61014,25128,53676,25379,3.6363636363636362,1.796798431885005,15.09310682783404,2.3354966497334892
"Scurry County, Texas",1074.0,14.0,0.01303538175046555,3119,17239,6917,9158,837,13,49,0,35,230,17239,9425,7814,1181,1033,1439,1285,1063,2295,2398,1941,1091,921,1370,863,359,36.1,905.445,0.28,15723,13314,10268,4647,2409,5884,185,433,551,786,701,1072,809,903,310,134,55889,69935,24508,54349,32472,1.303538175046555,6.2300597482452575,18.092696792157316,19.0392569399577
"Shackelford County, Texas",39.0,0.0,0.0,390,3311,385,2830,6,10,7,0,0,73,3311,1770,1541,207,248,167,336,108,380,297,453,354,152,330,211,68,43.0,914.286,0.266,3285,2862,2238,1135,423,1234,119,71,156,133,210,210,147,108,52,28,45187,59257,23855,39286,31364,0.0,1.1778918755662942,11.778918755662941,3.621405118310901
"Shelby County, Texas",542.0,30.0,0.055350553505535055,6440,25478,4605,15729,4576,39,415,0,35,79,25478,12572,12906,1781,1962,1917,1893,1605,2874,2922,3023,1669,1541,2393,1466,432,37.2,795.5889999999998,0.29100000000000004,25304,19118,12621,9356,6186,9292,1056,577,1305,1133,1455,1791,628,957,147,243,40764,54312,20969,40960,31363,5.535055350553505,2.1273255357563388,25.276709317842844,32.024072731020674
"Sherman County, Texas",77.0,1.0,0.012987012987012988,100,3058,1302,1721,9,6,0,0,0,20,3058,1574,1484,190,176,208,224,168,347,443,493,158,216,231,170,34,40.4,923.036,0.29,3026,2430,2006,738,596,1055,42,43,102,130,144,218,146,148,46,36,56576,71238,26335,44653,32679,1.2987012987012987,2.5179856115107913,3.2701111837802483,3.3129802087892566
"Smith County, Texas",4317.0,134.0,0.03104007412555015,73163,225015,43377,134889,38735,725,3865,299,315,2810,225015,108730,116285,15496,15209,15695,15854,16210,30117,26582,26915,13952,13314,20158,11658,3855,36.6,921.473,0.333,222704,184420,139290,73592,38284,77195,5369,3712,8292,7560,11243,14111,9405,10296,3522,3685,53511,73922,27141,46121,35502,3.104007412555015,1.9185387640823943,32.51472124080617,244.1905514323263
"Somervell County, Texas",156.0,5.0,0.03205128205128205,1729,8743,1648,6911,54,27,35,60,6,2,8743,4192,4551,504,380,771,415,701,1020,956,1163,624,634,950,403,222,40.9,186.46400000000003,0.28800000000000003,8557,7098,5411,2679,1459,3239,169,201,473,224,492,491,384,509,188,108,53162,68502,26523,63241,30517,3.205128205128205,1.7842845705135537,19.77582065652522,46.88840741376351
"Starr County, Texas",3534.0,185.0,0.05234861346915677,17812,63894,63299,465,21,7,69,0,12,21,63894,31073,32821,6460,5426,5856,5551,5256,8313,7619,6989,2756,2535,4001,2305,827,28.7,1223.179,0.322,63359,42224,16790,27426,21135,16238,2338,1760,3113,2013,2219,2067,1079,959,447,243,29294,47374,14122,31870,26634,5.234861346915677,5.5310357780073245,27.877421980154633,52.23601778644009
"Stephens County, Texas",160.0,4.0,0.025,1120,9372,2199,6709,222,66,38,0,26,112,9372,4808,4564,479,700,552,730,489,1354,963,1049,603,660,975,498,320,38.6,896.721,0.35,8895,7038,4691,3359,1857,3268,295,258,282,400,669,509,297,331,107,120,45336,62311,24405,49848,32279,2.5,1.7072129748186087,11.95049082373026,10.451411308534093
"Sterling County, Texas",13.0,0.0,0.0,402,1141,516,606,3,0,0,0,0,16,1141,622,519,69,109,63,94,24,106,109,205,157,46,100,41,18,44.9,923.449,0.218,1103,880,672,316,223,462,8,15,30,49,97,144,32,59,20,8,59286,66108,28997,67711,33462,0.0,1.1393514460999123,35.232252410166524,1.2355852894962256
"Stonewall County, Texas",19.0,1.0,0.05263157894736842,78,1385,256,1075,48,0,0,0,0,6,1385,730,655,63,73,137,108,15,106,79,179,131,121,223,119,31,52.0,916.313,0.211,1331,1134,826,558,197,582,36,50,89,63,61,79,84,47,50,23,48000,66282,28746,64213,29432,5.263157894736842,1.371841155234657,5.631768953068592,1.511492252101629
"Sutton County, Texas",108.0,3.0,0.027777777777777776,650,3865,2385,1470,3,0,0,0,0,7,3865,2116,1749,253,299,255,167,232,575,486,373,334,238,405,141,107,38.4,1453.935,0.29100000000000004,3844,3169,2580,1026,675,1484,109,28,147,130,244,286,156,252,113,19,60543,71175,29360,54185,33618,2.7777777777777777,2.794307891332471,16.81759379042691,2.658303156606038
"Swisher County, Texas",146.0,3.0,0.02054794520547945,2116,7484,3254,3514,393,50,17,8,15,233,7484,4036,3448,477,508,542,530,368,1198,911,777,416,417,719,407,214,35.7,890.16,0.197,6830,5540,3522,2847,1290,2514,295,112,401,353,400,406,270,180,47,50,38418,53684,19258,41679,31250,2.054794520547945,1.9508284339925173,28.273650454302512,8.407477307450346
"Tarrant County, Texas",56578.0,814.0,0.014387217646435009,529568,2019977,576242,958302,319829,5797,106427,3474,3976,45930,2019977,988765,1031212,144494,151834,154147,143146,135990,300991,277505,269412,121880,103987,132708,60433,23450,34.3,863.6460000000002,0.306,2004359,1677121,1306518,521057,327238,698995,34453,25193,54383,63335,86518,131906,93354,110961,47914,50978,64874,89207,32092,51827,42119,1.4387217646435009,2.800922980806217,26.216536128876715,2338.8946397019145
"Taylor County, Texas",1879.0,64.0,0.034060670569451834,38591,136348,32869,87125,10287,722,2909,75,289,2072,136348,66718,69630,10062,9235,9205,10384,14403,19990,14949,14123,7568,7274,10310,6185,2660,32.3,915.536,0.311,130933,113303,87374,41115,17630,49482,3105,2676,5010,5820,7781,9267,5453,6593,1934,1843,50818,69401,26469,41458,31559,3.4060670569451834,1.3780913544753133,28.303312113122303,148.92696737211864
"Terrell County, Texas",4.0,0.0,0.0,48,862,548,265,23,2,0,0,0,24,862,429,433,8,57,32,16,32,73,128,118,48,77,151,79,43,51.9,2358.0170000000007,0.211,862,729,579,357,133,396,83,2,79,34,69,29,39,53,5,3,33750,48627,23852,73304,30262,0.0,0.46403712296983757,5.56844547563805,0.36556140180499114
"Terry County, Texas",493.0,8.0,0.01622718052738337,1964,12615,6859,5071,584,28,0,0,0,73,12615,6515,6100,1008,1006,928,913,731,1824,1406,1500,724,654,1063,642,216,34.7,888.8389999999998,0.369,11528,8940,5643,4396,2588,4041,287,149,510,521,713,703,480,388,206,84,44975,62229,20127,42368,31171,1.6227180527383371,3.9080459770114944,15.568767340467698,14.192671563691516
"Throckmorton County, Texas",17.0,2.0,0.1176470588235294,118,1567,235,1292,16,0,0,0,0,24,1567,694,873,84,49,82,128,98,175,117,213,101,130,207,142,41,46.6,912.552,0.252,1556,1285,942,586,271,703,90,52,73,75,76,139,54,109,21,14,44196,62624,28895,53000,29808,11.76470588235294,1.0848755583918315,7.530312699425654,1.717162419237479
"Titus County, Texas",1583.0,35.0,0.022109917877447885,7708,32730,14015,14871,2953,84,333,0,40,434,32730,16046,16684,2534,2832,2593,2528,2359,4047,3877,3994,1750,1738,2598,1382,498,33.8,406.057,0.336,32479,26555,18506,11305,5924,10694,514,704,1600,1154,1724,2163,1138,1142,300,255,46698,59775,20633,38409,29067,2.2109917877447884,4.8365413993278334,23.550259700580504,80.6044471588964
"Tom Green County, Texas",2577.0,77.0,0.029879705083430345,36996,117466,46319,63195,4702,248,1349,50,114,1489,117466,58343,59123,8045,7575,8016,8791,9913,18429,12895,12734,7307,6300,9808,5225,2428,33.9,1522.001,0.304,112652,95645,75721,34164,17007,43131,2546,1861,4934,5212,6510,7870,5313,5195,1869,1821,51675,72478,28444,42988,31676,2.9879705083430346,2.1938262986736587,31.495070914136857,77.17866151204895
"Travis County, Texas",31411.0,442.0,0.014071503613383845,340665,1203166,407676,590373,94922,1963,78250,368,2122,27492,1203166,607356,595810,78751,75966,73312,72912,82452,241541,190102,152905,67198,57677,70442,27992,11916,33.9,991.849,0.231,1195755,1033927,869388,254152,161828,458484,25185,13833,30702,35855,52824,80575,56305,76961,35361,50883,71767,103148,41049,54718,47395,1.4071503613383844,2.610695448508352,28.31404810308802,1213.0535998927255
"Trinity County, Texas",206.0,7.0,0.033980582524271837,3799,14569,1420,11451,1318,48,147,0,0,185,14569,7011,7558,672,953,858,818,588,1344,1426,1816,934,1282,2172,1347,359,48.7,693.797,0.253,14434,11503,6851,6900,2931,5918,467,441,916,818,941,1123,489,426,261,36,40407,51359,22265,45856,31094,3.398058252427184,1.4139611503878098,26.07591461321985,20.998937729624082
"Tyler County, Texas",260.0,4.0,0.015384615384615384,5175,21496,1621,17043,2411,12,60,0,9,340,21496,11738,9758,1069,1131,1143,1408,1624,2681,2330,2446,1581,1473,2636,1468,506,42.7,924.39,0.423,18777,15959,10689,8536,2818,7020,510,553,889,853,975,1267,880,806,204,83,43936,57233,20439,52351,32454,1.5384615384615383,1.2095273539263118,24.07424637141794,23.25425415679529
"Upshur County, Texas",483.0,13.0,0.02691511387163561,4718,40769,3423,32817,3368,294,239,0,199,429,40769,20224,20545,2548,2901,2728,2726,2278,4367,4722,5383,3256,2762,4092,2359,647,40.9,582.98,0.299,40221,33423,24738,13276,6798,14036,943,773,1437,1477,2309,2505,1891,1826,415,460,50906,66328,24458,46059,30788,2.691511387163561,1.18472368711521,11.572518335009443,69.93207314144567
"Upton County, Texas",27.0,3.0,0.1111111111111111,536,3634,1837,1525,237,5,25,0,5,0,3634,1843,1791,341,239,317,264,162,418,456,447,248,196,307,179,60,37.2,1241.323,0.241,3577,3115,2467,933,462,1305,124,47,149,140,160,248,144,171,65,57,52257,66849,26183,51375,33611,11.11111111111111,0.7429829389102918,14.749587231700605,2.9275216845253005
"Uvalde County, Texas",828.0,36.0,0.043478260869565216,5864,27009,19247,7223,86,107,271,0,5,70,27009,13083,13926,2006,2037,2012,2176,1954,3511,3090,2859,1267,1562,2560,1630,345,33.9,1551.921,0.359,26582,20914,13464,10120,5668,8683,621,852,1268,1033,1349,1452,1004,741,242,121,41752,53379,19092,37407,25009,4.3478260869565215,3.0656447850716426,21.711281424710283,17.403592064286777
"Val Verde County, Texas",2489.0,125.0,0.0502209722780233,11416,49027,40086,7612,611,64,285,31,0,338,49027,24925,24102,4192,3547,4027,3771,4126,7022,5701,5386,1863,2498,3825,2019,1050,31.7,3144.75,0.268,46335,37714,25159,16463,8621,15429,1640,843,1583,1968,2256,2531,1684,2136,397,391,45521,62212,20881,42405,29106,5.02209722780233,5.076794419401554,23.28512860260673,15.5901105016297
"Van Zandt County, Texas",668.0,26.0,0.03892215568862276,6628,54368,5741,45714,1423,298,268,39,0,885,54368,26619,27749,3030,3341,3852,3741,2836,5606,6153,7182,3684,4005,6347,3620,971,42.9,842.566,0.35,53721,44481,31896,20363,9240,19615,1113,990,2441,2043,2798,3966,2371,2470,778,645,51935,69340,26151,45337,35293,3.892215568862276,1.2286639199529135,12.190994702766334,64.52669583154317
"Victoria County, Texas",4248.0,97.0,0.02283427495291902,21001,91970,42733,41428,5205,155,1001,0,165,1283,91970,44999,46971,6568,6371,6729,6326,6150,12754,10914,10734,5638,5615,8163,3963,2045,35.7,882.1060000000001,0.369,90951,76546,57304,28877,14405,32544,2136,1419,3373,3186,4571,5468,4116,5058,1720,1497,55631,76886,28576,51404,32818,2.283427495291902,4.618897466565184,22.834619984777646,104.26184608199013
"Walker County, Texas",3932.0,62.0,0.015768056968463885,48875,71539,12787,40510,16393,256,911,10,16,656,71539,41642,29897,3120,3108,2959,5491,10647,10015,9805,9702,4367,3608,5197,2269,1251,35.4,784.222,0.319,56813,49198,42049,14108,7615,21636,3264,1356,2303,2237,3259,3233,2562,2257,763,402,41855,56197,17789,40050,36918,1.5768056968463884,5.496302716001062,68.31937824123905,91.22289351739686
"Waller County, Texas",959.0,17.0,0.017726798748696558,10369,49987,14903,21571,12222,31,428,24,48,760,49987,24869,25118,3371,3804,3205,5399,6604,5834,5034,5509,2916,2554,3697,1531,529,29.0,513.337,0.348,49757,39814,30369,13242,9943,14807,802,647,1616,1514,2026,2438,1767,2287,818,892,57654,78075,24495,44726,32173,1.7726798748696557,1.9184988096905196,20.743393282253386,97.37657718029287
